Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
44,32.244275,-3.160305,53.389313,-0.835327,0.063477,0.554321,0,0,0
47,33.603053,-3.725191,55.908397,-0.838379,0.062256,0.55481,0,0,0
50,34.824427,-4.229008,58.870229,-0.841064,0.065796,0.552856,0,0,0
53,36.473282,-4.931298,61.389313,-0.834229,0.066895,0.555664,0,0,0
56,37.832061,-5.664122,64.198473,-0.834229,0.064697,0.552246,0,0,0
59,39.236641,-6.091603,67.648855,-0.837524,0.068604,0.556152,0,0,0
62,40.961832,-6.931298,70.458015,-0.837769,0.065308,0.55542,0,0,0
65,42.732824,-7.664122,73.740458,-0.839233,0.060791,0.553345,0,0,0
68,44.442748,-8.48855,77.862595,-0.840088,0.052124,0.556396,0,0,0
71,47.068702,-9.374046,80.80916,-0.839233,0.051025,0.559082,0,0,0
74,49.832061,-10,83.572519,-0.843384,0.056885,0.563232,0,0,0
77,52.412214,-10.885496,86.152672,-0.841553,0.075684,0.55957,0,0,0
80,54.045802,-11.725191,87.832061,-0.838745,0.09729,0.551636,0,0,0
83,54.992366,-12.412214,88.992366,-0.837158,0.108032,0.558105,0,0,0
86,55.374046,-13.053435,89.740458,-0.830811,0.109009,0.555298,0,0,0
89,56.030534,-13.679389,90.244275,-0.830444,0.113892,0.552856,0,0,0
92,57.358779,-15.160305,90.900763,-0.832397,0.103394,0.555542,0,0,0
95,58.351145,-15.648855,90.167939,-0.824585,0.101074,0.553101,0,0,0
98,59.618321,-16.396947,90.198473,-0.832031,0.10083,0.557251,0,0,0
101,60.70229,-17.328244,90.229008,-0.832642,0.09082,0.559204,0,0,0
104,61.78626,-18.21374,89.160305,-0.827271,0.081543,0.562012,0,0,0
107,62.870229,-18.717557,87.78626,-0.830688,0.082153,0.553345,0,0,0
110,62.320611,-18.870229,85.725191,-0.827271,0.047485,0.559814,0,0,0
113,61.908397,-18.839695,82.503817,-0.83252,0.013306,0.56665,0,0,0
116,60.290076,-18.427481,76.351145,-0.828125,-0.035034,0.560181,0,0,0
119,54.564885,-17.083969,68.534351,-0.827515,-0.10437,0.548218,0,0,0
122,43.770992,-14.122137,56.763359,-0.843628,-0.197266,0.544556,0,0,0
125,30.259542,-9.816794,41.374046,-0.855835,-0.310547,0.561523,0,0,0
128,13.40458,-4.458015,27.603053,-0.885254,-0.427612,0.584106,0,0,0
131,4.274809,-0.870229,17.160305,-0.911133,-0.524658,0.612061,0,0,0
134,0.290076,2.274809,9.618321,-0.923096,-0.632812,0.653564,0,0,0
137,4.70229,4.335878,4.473282,-0.932739,-0.683716,0.66687,0,0,0
140,14.610687,4.183206,2.946565,-0.924561,-0.727051,0.68811,0,0,0
143,22.70229,3.89313,-2.48855,-0.917236,-0.75708,0.686401,0,0,0
146,29.450382,2.778626,-14.335878,-0.946777,-0.832031,0.667847,0,0,0
149,35.618321,1.832061,-20.061069,-0.942017,-0.767212,0.693115,0,0,0
152,39.328244,-0.259542,-24.656489,-0.924438,-0.736816,0.686157,0,0,0
155,30.244275,-1.068702,-41.175573,-0.932373,-0.850098,0.640259,0,0,0
158,25.557252,-0.732824,-54.564885,-0.961426,-0.786743,0.713379,0,0,0
161,28.442748,-3.938931,-57.206107,-0.948608,-0.750366,0.695923,0,0,0
164,45.847328,-5.51145,-52.137405,-0.911133,-0.571411,0.686279,0,0,0
167,58.076336,-9.068702,-50.305344,-0.896362,-0.624512,0.645142,0,0,0
170,62.946565,-9.648855,-60.48855,-0.921143,-0.496216,0.598022,0,0,0
173,74.122137,-12.503817,-53.450382,-0.92749,-0.309937,0.628296,0,0,0
176,71.618321,-15.236641,-55.083969,-0.90979,-0.304932,0.546143,0,0,0
179,72,-13.038168,-51.770992,-0.891968,-0.110962,0.578003,0,0,0
182,73.603053,-14.900763,-53.114504,-0.892456,-0.230225,0.526123,0,0,0
185,60.427481,-12.839695,-66.732824,-0.932861,-0.144775,0.452881,0,0,0
188,69.633588,-11.374046,-53.450382,-0.885132,-0.045654,0.614258,0,0,0
191,60.503817,-11.236641,-60.992366,-0.887695,-0.144409,0.476562,0,0,0
194,61.78626,-10.396947,-61.832061,-0.931641,-0.118164,0.540649,0,0,0
197,61.496183,-11.068702,-59.053435,-0.932373,-0.143311,0.480957,0,0,0
200,57.923664,-13.923664,-62.793893,-0.919922,-0.308716,0.536743,0,0,0
203,60.946565,-8.259542,-60.274809,-0.926758,-0.10376,0.57312,0,0,0
206,71.603053,-10.916031,-52.610687,-0.914307,-0.178711,0.510498,0,0,0
209,73.557252,-9.847328,-54.946565,-0.910522,-0.22168,0.501099,0,0,0
212,76.458015,-7.022901,-52.748092,-0.911011,-0.081177,0.573608,0,0,0
215,71.29771,-8.839695,-54.687023,-0.905518,-0.197754,0.492554,0,0,0
218,71.526718,-6.412214,-56.21374,-0.948242,-0.147949,0.523315,0,0,0
221,86.091603,-8.580153,-41.145038,-0.898193,-0.065308,0.552979,0,0,0
224,90.030534,-7.633588,-37.770992,-0.854858,-0.01355,0.469482,0,0,0
227,91.770992,-6.671756,-41.40458,-0.898682,-0.06958,0.546997,0,0,0
230,88.21374,-5.770992,-41.618321,-0.880371,-0.02832,0.515625,0,0,0
233,81.251908,-7.038168,-48.427481,-0.89978,-0.097412,0.437378,0,0,0
236,67.053435,-7.664122,-54.793893,-0.880981,-0.265747,0.548462,0,0,0
239,72.748092,-1.083969,-45.78626,-0.891357,0.020996,0.631836,0,0,0
242,86.641221,-8.48855,-36.061069,-0.853516,-0.164185,0.52832,0,0,0
245,81.633588,-4.839695,-53.312977,-0.878906,-0.30481,0.505981,0,0,0
248,81.847328,-6.748092,-49.40458,-0.86792,-0.169067,0.628418,0,0,0
251,73.694656,-6.59542,-50.549618,-0.907104,-0.151123,0.582397,0,0,0
254,90.564885,-10.045802,-40.091603,-0.845337,-0.133179,0.628906,0,0,0
1,89.312977,-8.870229,-46.152672,-0.86731,-0.171387,0.5448,0,0,0
4,95.358779,-10.961832,-43.954198,-0.859741,-0.160889,0.636841,0,0,0
7,83.725191,-9.175573,-54.992366,-0.877197,-0.177124,0.559448,0,0,0
10,86.48855,-12.320611,-50.030534,-0.869019,-0.102051,0.600342,0,0,0
13,84.427481,-14.854962,-52.549618,-0.862549,-0.320312,0.567383,0,0,0
16,84.854962,-13.725191,-54.442748,-0.832031,-0.10083,0.624878,0,0,0
19,77.740458,-19.694656,-63.358779,-0.891602,-0.469238,0.572144,0,0,0
