Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
125,1.877863,0.931298,5.496183,-0.599121,-0.033813,0.79834,0,0,0
128,2.152672,0.70229,5.633588,-0.599731,-0.03772,0.796753,0,0,0
131,2.366412,0.427481,5.603053,-0.603638,-0.035278,0.797729,0,0,0
134,2.59542,0.21374,5.725191,-0.601074,-0.035522,0.796631,0,0,0
137,2.641221,0.091603,5.557252,-0.602051,-0.031616,0.794312,0,0,0
140,2.625954,-0.259542,5.496183,-0.601318,-0.026611,0.796509,0,0,0
143,2.625954,-0.549618,5.358779,-0.600708,-0.019653,0.796509,0,0,0
146,2.244275,-0.931298,5.022901,-0.603638,-0.016357,0.790527,0,0,0
149,1.267176,-1.328244,4.717557,-0.602051,-0.009888,0.791138,0,0,0
152,0.564885,-1.832061,4.244275,-0.602417,-0.010986,0.794189,0,0,0
155,-0.076336,-2.396947,3.801527,-0.60498,-0.01123,0.791138,0,0,0
158,-0.748092,-2.778626,3.541985,-0.602295,-0.016846,0.791626,0,0,0
161,-1.251908,-3.160305,3.221374,-0.601074,-0.016235,0.795532,0,0,0
164,-1.648855,-3.541985,2.732824,-0.605103,-0.025635,0.795654,0,0,0
167,-1.908397,-3.877863,2.549618,-0.599121,-0.027832,0.796631,0,0,0
170,-2.183206,-4.244275,2.351145,-0.60144,-0.022461,0.796875,0,0,0
173,-2.244275,-4.671756,2.015267,-0.601685,-0.01709,0.796753,0,0,0
176,-2.59542,-4.748092,1.908397,-0.598877,-0.025146,0.795288,0,0,0
179,-2.900763,-5.053435,1.572519,-0.598755,-0.024658,0.797852,0,0,0
182,-3.022901,-5.236641,1.557252,-0.598877,-0.025024,0.799683,0,0,0
185,-3.099237,-5.51145,1.328244,-0.596924,-0.030273,0.794678,0,0,0
188,-2.885496,-5.679389,1.19084,-0.597412,-0.028809,0.795166,0,0,0
191,-2.961832,-5.770992,1.022901,-0.5979,-0.02771,0.799683,0,0,0
194,-3.099237,-5.847328,1.053435,-0.596924,-0.026489,0.800659,0,0,0
197,-3.160305,-5.938931,0.900763,-0.596436,-0.028687,0.800415,0,0,0
200,-3.251908,-6.061069,0.778626,-0.595947,-0.030762,0.800049,0,0,0
203,-3.083969,-5.954198,0.778626,-0.590576,-0.030151,0.803833,0,0,0
206,-2.916031,-5.832061,0.931298,-0.591797,-0.032715,0.803467,0,0,0
209,-2.641221,-5.877863,0.992366,-0.594238,-0.032349,0.801514,0,0,0
212,-2.48855,-5.78626,1.053435,-0.592285,-0.031616,0.805542,0,0,0
215,-2.458015,-5.709924,1.145038,-0.589844,-0.031982,0.799072,0,0,0
218,-2.21374,-5.587786,1.221374,-0.59314,-0.029663,0.801147,0,0,0
221,-2.244275,-5.709924,1.129771,-0.592285,-0.026733,0.803467,0,0,0
224,-2.442748,-5.694656,1.282443,-0.592285,-0.028809,0.804443,0,0,0
227,-2.534351,-5.740458,1.129771,-0.591553,-0.029175,0.799927,0,0,0
230,-2.70229,-5.755725,0.992366,-0.591187,-0.032471,0.803345,0,0,0
233,-2.610687,-5.587786,0.961832,-0.592285,-0.028931,0.803223,0,0,0
236,-2.610687,-5.603053,0.977099,-0.593262,-0.027222,0.801636,0,0,0
239,-3.053435,-5.755725,0.961832,-0.593506,-0.020142,0.802124,0,0,0
242,-3.29771,-5.755725,0.717557,-0.593018,-0.023438,0.801636,0,0,0
245,-3.541985,-5.78626,0.48855,-0.591919,-0.025146,0.799561,0,0,0
248,-3.770992,-5.78626,0.335878,-0.591431,-0.025757,0.799927,0,0,0
251,-3.923664,-5.816794,0.320611,-0.594849,-0.026123,0.802002,0,0,0
254,-4.229008,-5.954198,0.21374,-0.591309,-0.025513,0.799805,0,0,0
1,-4.59542,-5.938931,0.091603,-0.593628,-0.025757,0.803101,0,0,0
4,-4.503817,-5.89313,0.167939,-0.591675,-0.027344,0.80188,0,0,0
7,-4.717557,-5.832061,0.152672,-0.592407,-0.030029,0.800903,0,0,0
10,-4.778626,-5.923664,-0.061069,-0.594971,-0.028809,0.804321,0,0,0
13,-4.885496,-6.030534,0.030534,-0.59082,-0.031006,0.804077,0,0,0
16,-5.038168,-6,-0.015267,-0.593872,-0.028076,0.800781,0,0,0
19,-5.007634,-6.030534,0.152672,-0.592529,-0.036255,0.802368,0,0,0
22,-4.717557,-5.801527,0.305344,-0.590576,-0.045288,0.807373,0,0,0
25,-3.938931,-5.648855,0.671756,-0.586304,-0.054443,0.80835,0,0,0
28,-2.656489,-5.312977,1.175573,-0.589722,-0.057617,0.806396,0,0,0
31,-1.480916,-5.145038,1.541985,-0.590332,-0.055054,0.807007,0,0,0
34,-0.748092,-5.099237,1.969466,-0.589966,-0.0448,0.807617,0,0,0
37,-0.015267,-4.854962,2.244275,-0.587769,-0.03894,0.806274,0,0,0
40,-0.10687,-4.80916,2.381679,-0.590698,-0.032227,0.807495,0,0,0
43,-0.351145,-4.748092,2.473282,-0.588501,-0.030518,0.805054,0,0,0
46,-0.427481,-4.580153,2.564885,-0.5896,-0.032349,0.804688,0,0,0
49,-0.167939,-4.564885,2.671756,-0.588745,-0.0354,0.806396,0,0,0
